lable,text
0,"@dougshaw1 @dds180 @OD_optimist Like all things in the L&amp;D world, there is a fine line between supporting people to learn and making people do stuff. Nothing wrong with considering what helps the neurons, as long as we consider the heart."
-2,"Great writing Doug. Talking last week with someone who was praying* because her app ""told"" her to - not because she wanted to. 
*insert meditation, exercise, other things that are 'good for you' blah, blah, blah https://t.co/v9548jsJpI"
-3,"OK, what can I do for you that I'm not - but could be? Name it."
0,@sukhpabial Superb. Love it.
2,@MargaretBurnsid Sounds horrendous.  Think wine/ beer/ chocolate might be in order.
0,"@MargaretBurnsid You home/there* yet?
*delete as appropriate"
2,Excellent news! https://t.co/LIWwpcdubj
5,Visited @FontwellPark this morning. Excellent venue for pretty much any event. Thanks for looking after me.
0,"@redjules Do you mean "" what is it about God that causes Him to be Holy?"" Or "" why does God choose to be Holy?"""
-1,@redjules This is totally how I'm feeling today. Looking at paper and wondering whether I should just go and get a job stacking shelves. #KettlePermanentlyWarm
-1,@SimonHeath1 @sukhpabial Oh now I'm feeling really rubbish. Another bluudy list I'm not on! ;-)
0,"@RevdJTyson Is it about discipline - your will not mine
 and 
wisdom - trust in the Lord."
-3,"I needed this thread today! When I feel that Twitter can be a rather negative space, I am reminded that fabulousness is going on all the time. https://t.co/br4PUBvxum"
2,@spence1773 @ShetlandLibrary @SusanCalman @LeeCormack But whilst there's music and moonlight and love and romance....
0,@dougshaw1 @sukhpabial Is he sure it's 500% more effective? Or is this a median average between 488% and 512%? I wish people were more explicit with their hyperbolics.
2,@KateGL Lovely post. Blossom is one of the most precious things. Have a wonderful week yourself Kate.
0,@qyorkanth Need a bit of Ketchup on those.
0,@dds180 @johnmoe I served Lulu when I worked at Selfridges i.e. I took her money at the till in the Stationery dept.
4,"@MikeOzzy So, how's parenthood going then Mike? :-) Lovely to meet you IRL last week.  Enjoy the weekend."
0,@revpaulwhite @StAugustinesCo Spot on. It's like coming home.
0,"@Tracey_Ann_C Red, white or rose magnetic forces?"
0,@MargaretBurnsid @CAKEPD1 With flying colours!!
0,@AndrewJacobsLD @MikeOzzy Ditto. Hey ho. Have a top day chaps.
0,@headfirstonly @veitchtweets https://t.co/4afP9hWx23 enjoy!
0,@MikeShawLD Oh go on then - what are the other two? #lDInsight
0,@AndrewJacobsLD @MikeOzzy Fab! If we had known then what we know now it would have blown our minds. :-)
2,Love this. Yes sir! #Ldinsight https://t.co/cj94ClEGmf
0,@KathChapman @JackALockhart @niallgavinuk Absolutely. #Ldinsight
1,"@AH_at_the_wall @adyhowes @LnDConnect @Genting_Casinos @cplelearning Or ""0 because I'm not a weirdo."" :-)"
0,@headfirstonly Have you seen @veitchtweets beautifully crafted rant about filling in forms?
1,"@JackALockhart @niallgavinuk ""We used to go to Swanky Hotel. Now we go to village hall. The training was much better at Swanky Hotel."" #Ldinsight"
0,"#LDInsight One of the questions I ask my clients at the start is ""what would happen if we didn't do this?"" Helps them be clear about the why we are. Then you can check you got a different outcome."
0,"@AndrewJacobsLD @MikeOzzy But they knew the answers so did it work? Besides, I don't think that was the tyoe of scenario Mike was referring to. #Ldinsight"
0,"@AndyLancasterUK Agreed, though I think it's a partnership. Our role is to facilitate that insight. #WeBothHoldTheHotPotato #Ldinsight"
0,"1) What's the business need for the
 initiative? 2) Did we achieve that? 3) Why or why not? 4) What else? 5) Was there a nice lunch? :-) #Ldinsight https://t.co/Q9IDPZcAJ8"
0,I wonder whether you might take a moment and read this wonderful thread. https://t.co/kopLpH0G4P
0,@RobbieQtoronto Thank you.
0,"So who were the #cipdLDshow Exhibition winners? (by which I mean those stands actively engaging the visitors &amp; trying to make the most of their investment) For me it was:
DPA (Management Consultants)
Maria Paviour Company Ltd
Cake PD
Fresh Air Fridays
You?"
0,Nearly home. https://t.co/Z29rw6ez88
0,Perfect. https://t.co/7qfSZuoK8m
2,@SteveKeys66 I am of course joking.
0,@SteveKeys66 Who cares what Danny wants. We want Dwayne!!!!  ;-)
0,@SteveKeys66 Well clearly buying you rum has catastrophic consequences.
0,@SteveKeys66 So it's your fault. Hmmm.
0,@SandyBsunnyview @SteveKeys66 @deathinparadise Oh my goodness! Seriously? No Dwayne?
-3,Please don't bother to respond if you're going to be crappy - I'm too tired. https://t.co/sM98yCMt8C
0,"This may sound odd but I am wondering what the difference is between #Learning and #Development , whether neuroscientists study one and L&amp;D people deliver the other and so how they affect each other. Thoughts? #cipdldshow"
0,@MariaPaviour @CIPD_Events Neuro?
2,Absolutely deserved. Afternoon of day two and the team still energised.  Unlike some! #cipdLDshow https://t.co/HTGyNIviyt
1,2 hours of #cipdLDshow still to go but amazing number of exhibitors already mentally checked out. Yet some still really engaging.
0,#cipdLDshow can we top this? https://t.co/4IAxBOrkjD
0,#cipdLDshow Being our best. #ForTheGirl @MiPS1608 taking us on the journey.  (Fab graphics by @SimonHeath1) https://t.co/GzKfEBHmkc
0,#cipdLDshow Remember who the strategy is for.
0,#cipdLDshow @MiPS1608 promising some shimmying.
0,"#cipdldshow Neil Brown from Inclusion Housing ""beg, steal, borrow or innovate""."
-2,"@MarkHendyHR Leveraging, creative, person-centred. I know I cheated but it's my game :-) #cipdLDshow"
3,"OK #cipdLDshow from what you have seen and heard so far, what are the 3 words that describe the best of current good L&amp;D practice?"
0,"These guys are winning points on the ""engaging with the punters"" front. #cipdLDshow https://t.co/2pS6VfIWd6"
0,Emergenetics sharing why c 70% of change programmes fail and then what to do about it. #cipdLDshow https://t.co/ushg8MErIT
0,@becky_clifford1 Morning btw. :-)
2,"@becky_clifford1 It's forgotten if it's not properly embedded &amp; the neural pathways aren't created. One could argue that if that hasn't happened then it  hasn't been learnt. I agree learning is never wasted; opportunities for learning/teaching , however, are. #cipdLDshow"
1,@ismooreliam Certainly will.
1,"@ismooreliam Hi, I'm knackered so going home. Sorry we didn't catch up. Have a great evening."
0,"#cipdLDshow Start small, think big, use it (the free tech) and demonstrate the possible.  @niallgavinuk igniting the conversation."
0,@ismooreliam In next session. Lol. Ships that pass in the night.
0,@MarkHendyHR @MiPS1608 @dougshaw1 @martincouzins One of my favourite things about #cipdLDShow  is meeting people in real life.
0,"@ismooreliam Hi, where are you?"
1,"#cipdLDShow John Sherman from Barclays. "" We have 5 generations; not one data point that demonstrated a generational difference."""
0,"@ismooreliam Just gone into a session, finishes at 3. Catch you then."
2,"This is definitely the most colourful, energised and creative corner. @CAKEPD1  @MariaPaviour #cipdLDshow https://t.co/oo5Rpp6wZr"
1,@ismooreliam Hi!
0,"#cipdLDshow Shona Fletcher from Enterprise Study talking about the elephant in the room; if 90% of learning is forgotten, then is 90% of the L&amp;D budget wasted? https://t.co/k03v9P6kc6"
7,"@JacksonT0ny Fandabadozy this morning.  Been awake since 4 but... hey! Sun is out, I've had breakfast, I'm unlikely to be shot today. All in all, I'm ahead of the game. :-)"
1,@JacksonT0ny Morning you.
2,@JacksonT0ny Excellent post Tony. Our brains are hardwired to make assumptions. The challenge is to notice; to start from zero with everyone and understand that we have no idea what's going on for them. And therefore to choose to be kind.
3,"When you have a particularly delicious cup of tea but you haven't time to drink it, so pour half away! That. #cipdLDshow you better be worth it."
3,Red Table Talk is amazing. https://t.co/eZ5z4qJqHq
0,"View from the front room, fumikos room, my room and Saschaâ€™s.  @ Portland, Oregon"
0,"Donutella and Dolce are hanging happily in Marshmallow. @leeshaslacquer  @ Portland, Oregon"
0,AM SIGNING THE LEASE AT 3:30 TODAY!!!!!!!  _Ÿ_‰_Ÿ_‰_Ÿ_‰_Ÿ_‰_Ÿ_‰_Ÿ_‰
0,Looooook. Itâ€™s so pretty! https://t.co/d5cVjg5HeQ
-2,Am a half hour early to see our new apartment. I am so nervous.
1,Fumiko noticed just this evening that her new dresses have pockets. Sheâ€™s so excited. _Ÿ˜_
-2,Fumiko gave me my card at lunch and said I was gonna cry. She knows me too well. I said thanks for giving it to me at the restaurant. _Ÿ˜_
0,Fumiko made me a card at school. _Ÿ–__Ÿ–__Ÿ–__Ÿ˜»
3,Fumiko likes her dresses. _Ÿ˜_ We are going to Sushi and Maki for lunch.
-4,LeStrange Von Puff almost always looks grumpy.
5,This mini Rose bush is so pretty and it actually smells lovely.
-10,"It's weird. Since 16 I've been diagnosed with major depression, PTSD, social anxiety and agoraphobia. Those diagnoses have been who I am for 20 years. In the last few months they've been changed and it's been really... https://t.co/oaUaw1NBrk"
7,Fumiko is going to be so excited when she sees the matching leggings I got us and the Jack Skellington dress I got her from @charliesprojectleggings
0,New razor. Who dis? Trying out a new razor subscription from @my.billie Will it replace my ride or die from @dollarshaveclub? We shall see.
-3,Sometimes my hands and arms are so bizarrely colored it makes me feel like my eyesight is completely screwed and I have to refocus on normal colored things. Are they blue? Purple? White? Yellow? All of the above? I donâ€™t know. _Ÿ_”
2,"Meet my new baby. _Ÿ˜»_Ÿ˜»_Ÿ˜» @ Battle Ground, Washington"
2,Fumiko got me the closest to black flowers. _Ÿ˜__Ÿ–_â€ùlike your soul!â€ù @ NARA Youth Program
2,Fumiko is decorating a cup and then picking out a flower to plant in it. Iâ€™m not allowed to look. _Ÿ˜__Ÿ˜__Ÿ˜_ @ NARA Youth Program
0,All your yogurt drops are belong to Hagrid.
0,We are waiting to get Mochi microchipped and a couple of vaccines. Fumiko is drawing. Sascha is taking pictures of scratch boxes to show me. Lol @ Petco
0,Pls ignore the sores on mah nose. Septum and other nostril finally doneee! Done by @piercing_by_jameson at @adornbodyart east. Heâ€™s so nice. _Ÿ–__Ÿ–__Ÿ–_am so happy!
0,Lol My kids. We are at Adorn. Am finally getting the other side of my nose done and my septum. _Ÿ–__Ÿ–__Ÿ–_ @ Adorn Body Art
1,I didnâ€™t expect Mochi to like it. But here we are. I hope she doesnâ€™t think Iâ€™m leaving on on my bed...
2,For a cat that doesnâ€™t like cat beds or boxes she sure likes her new carrier. _Ÿ˜‘
4,Lol progression of Fumiko as I try to get a good picture of the shirt I got her yesterday. _Ÿ˜_it says â€œThis girl is strong and fierceâ€ù. Fumiko is both. _Ÿ–__Ÿ–__Ÿ–_
4,https://t.co/Zf914nlYKA is seriously the best. It took me too long to start shopping with them. https://t.co/BQeUbA2TQl
-6,She mad. _Ÿ˜_ angry pinÅ¡iwa.
-3,When I blow my nose it makes my ears hurt and they crackle and pop. Why.
0,I posted a new video to Facebook https://t.co/JRJDSXzd7x
0,Hagrids tunnels are being cleaned so I pushed up both of his entrances and heâ€™s not having it.
-7,"I get followed by these on the daily. It makes me cringe. #Repost with  @indigenousunited Who else find these fake native accounts annoying, making profit from the native/indigenous community. Been seeing these a lot... https://t.co/wUsY9xivJ1"
-3,Itâ€™s so hot. I wonâ€™t let her get on my lap so this is her solution. Sheâ€™s so grumpy. _Ÿ˜_
0,Ew. She licked me. _Ÿ_¢ https://t.co/pdgg5qx395
0,Sure. By all means sit on my planner because I wasnâ€™t using it. _Ÿ™ƒ
1,I told Fumiko I got diagnosed with autism today. She says â€œyay! Wait. What? Yaaay! You have autismâ€ù.  Sheâ€™s great.
0,Am in need of windows 10. Any suggestions? Fumiko was given a laptop but it has no operating system. Right now Iâ€™m looking at buying a disc from amazon but itâ€™s $75. Hoping to find it a little cheaper. _Ÿ™ƒ
0,Fb thinks one of Mochiâ€™s paws is a person and wants me to rage it. O.o
-4,It appears I have been abandoned for family night. _Ÿ˜_ Sascha is in his D&amp;D group and Fumiko is with her family partner at the park for skill building.
-5,"Black woman cries, 'What am I doing wrong?' as she is dragged, her breasts exposed by police https://t.co/QNzVKHaFg4"
-2,On our way to family night. Itâ€™s so hot today. Iâ€™m melting. Fumiko is making animations on her tablet
0,She never lays like this. _Ÿ˜_
0,I canâ€™t keep doing this. Stood up and it dropped significantly
0,When she realizes itâ€™s time to clip her nails. _Ÿ˜_
0,Fumiko was complimented on her eyeliner today at the store. She was very proud. Wanted me to take pictures but she kept doing her fake smile and I kept trying to get her to laugh. _Ÿ˜_ then we took pictures with Mochi.
0,Mochi doesnâ€™t use cat beds. My legs are her cat bed. _Ÿ˜_
0,The only way to LeStrange Von Puffs heart is food.
3,My neighbor is outside playing guitar and itâ€™s so good.
0,Anyone know what the protest at Burnside and 122nd is about? They went from Stark down 122nd to burnside.
0,When you are so nauseated the mere thought of food nearly does you in. I need an adult. _Ÿ˜‘
2,"Found some light, airy shorts for Fumiko. She got super excited when she realized the pockets were real. At 10 she already knows the pocket struggle. _Ÿ˜_"
1,Was telling Sascha about someone I use to play with who lives in Portland d and he mentioned stopping by his house to see him and I said â€œwhatâ€™s wrong with you Sascha! You donâ€™t just stop by someoneâ€™s house unannounced! Thatâ€™s rudeâ€ù. And he started laughing hysterically.
0,All the willow.
0,Finished dream catchers with glass crow beads. Fumiko made a crescent moon. _Ÿ–__Ÿ–__Ÿ–_ @ NARA Youth Program
2,Willow dream catchers today!!! _Ÿ–__Ÿ–__Ÿ–__Ÿ–__Ÿ–_ We helped remove the leaves and make the wreaths. So excite. Am taking two bags of the leaves home.  @ NARA Youth Program
4,So long jelly belly. It was nice eating you. https://t.co/F9DgsVd0Dp
-2,I am holding a tooth in my hand. Fumiko pulled it out on the way to family night. _Ÿ_¢I think she likes torturing me with her loose teeth. I cannot handle teeth things.
-2,From Starbucks to Hashtags: We Need to Talk About Why White Americans Call the Police on Black People https://t.co/Pe91yk4Jlr
0,When you ground your child for failing to come home from her friends on time and she thanks you.  Thatâ€™s not how this works! _Ÿ˜‘
2,Luna is really tipsy today. He leans over to the right and falls over and out of his wheel. He has days like this around once a week. He loves his salad though.  The orange stains are from making Thai tea earlier. &gt;.&gt; https://t.co/7aIWbc6KBR
3,Wow a coyote ran across the road in front of me. I havenâ€™t seen one in this area before. It was really lovely.
1,Sound on. You can hear her digging around for her favorite pieces. Which are the dry pasta wheels. You can see Mochi in the background on the second video watching her. _Ÿ˜_The reason LeStrange has a canning jar for a... https://t.co/vklv56dh2a
-3,"When I was preparing the chicken to be butterflied, I pressed down to flatten it and it made a horrible crunching sound. Fumiko goes â€œoh god that soiiiuuuundddâ€ù it was pretty creepy. _Ÿ˜_"
0,Sascha is treating us to Sushi &amp; Maki.  @ Sushi &amp; Maki Restaurant
0,"Sascha saw me drag out the puke bags, tissue  and fan and brought me a Gatorade automatically.  He knows. _Ÿ˜_"
4,"Itâ€™s kind of amazing and incredibly shitty how the tiniest bite of something, literally just one tiny bite, can completely derail you and screw you over."
2,I donâ€™t know what these two fools were doing but made the same faces. _Ÿ˜_We did our lanyards with the colors of our Tribal seal. They actually had turtle beads but sadly no sandhill cranes. It was much fun. I... https://t.co/qozfmvpBzs
0,"We made lanyards tonight with glass pony beads. They double as weapons. Jk, sort of."
6,Is it weird that I love the design of Mochiâ€™s new cat food bag? They did an awesome job designing it. Good job @iandloveandyoupet
-3,"Am trying to wrap my head around my diagnosis change today. Major depression was removed   Am now diagnosed with Complex PTSD, ADHD, agoraphobia and social anxiety. Medication changes were made because theyâ€™ve been... https://t.co/unTbUzIXch"
3,This shop has so much cute. Kat &amp; Kristina https://t.co/vMDBYO6WoA
-5,Why Parents With Chronic Illnesses Are Damn Superheroes https://t.co/Z5SwqEI53N
-2,Pretty but painful.
-2,â€œ@graysascha if you werenâ€™t you youâ€™d be creeped out right?â€ù Was super rainy and foggy and awesomely eerie.
0,#Repost with @myprettyzombie Massive and blinding!  This pin to benefit @snap_cats is available tomorrow!  Designed by @mori.tori _Ÿ–__Ÿêˆ https://t.co/7s8P1QzQPW
3,Okay. But I like all of these so well done mustard breeders. _Ÿ‘ç_Ÿè» https://t.co/yrauTGEDSD
0,I practice this with the kiddos. https://t.co/jZQ0jcdb73
4,Hey Jackie I love you. _Ÿ–__Ÿ–__Ÿ–_
2,Only one poke today. Thank goddess. The arm band was super tight though and turned my hand and wrist an interesting shade of purple and now there are red splotchy spots.
2,I miss my marshmallow. https://t.co/E2PKCnetDD
7,I love her. She is my heart. https://t.co/bM9lEPJh5E
-5,I canâ€™t get through a freaking doctors appointment without crying. Why. _Ÿ˜‘
-8,I am so tired today. Am dead.  @ Richmond Clinic OHSU
0,And so it begins. Will they get blood today? Who knows. But I am dead so it was a hoodie and pajamas day today. _Ÿ™ƒ @ Richmond Clinic OHSU
3,My drs office just called and I immediately hit decline. Sascha started laughing and asked who it was. _Ÿ˜_
-5,Before and after she noticed my phone. _Ÿ˜_ She hates my phone case.
-7,My eyes are leaking. https://t.co/dFGBtjgGQQ
-4,Too bad when didn't have this turnout for the vote. I hope we all have learned and no better and do our part. https://t.co/nqz7GYKkbZ
0,Look at that smug face. She knows sheâ€™s not supposed to be on there. _Ÿ˜‘
-4,LeStrange Bon Puff is taking her anger out on her alfalfa block. I just cleaned her cage. _Ÿ˜_ https://t.co/Qgt5EFhtzF
-1,Am watching Jessica Jones season 2. Holy shit. â€” watching Marvel's Jessica Jones
-5,I think Iâ€™ve finally accepted that makeup looks darker on me because Iâ€™m a ghost. _Ÿ˜_
3,I let Fumiko know before school that River(her sister) was having surgery and she just asked if she was still at the hospital and if she should text Renae to ask how sheâ€™s doing. I love her. She tries and Iâ€™m proud of her.
-2,Poor Fumiko. She is not doing well about our potential move. She came home crying from school and said she had a mental breakdown about moving. _Ÿ˜_ I think not knowing when is what is really upsetting her. We donâ€™t know when a spot will open up and when it does we have 10 days.
0,When youâ€™re doing stuff but your cat insists on laying on you anyway she can. _Ÿ˜_
0,Binge watching iZombie with Fumiko. _Ÿ–__Ÿ–__Ÿ–_ â€” watching iZombie
2,Yesssss. Red bean was yum but the strawberry was my fav.
0,Everyone Has A Tarot Card That Matches Their Personality â€” Here's Yours https://t.co/6wvtW41wnu
-6,My eyes are leaking. https://t.co/Tesp5i8Am8
0,That certainly is a door knocker... https://t.co/SKD1Pihx8w
0,We made rice packs for heating/freezing tonight.  @ NARA Youth Program
0,Also got my paperwork for my handicap plaque and my companion pet letter for Mochi. Just an updated one.
-6,They tried to get blood on the outside of both my arms. That was considerably more painful than I remember.
0,Five pokes today and no blood. They are gonna try again next week. _Ÿ˜‘  @ Richmond Clinic OHSU
0,"While this is nice, please keep in mind that different people will use different amounts of spoons for different... https://t.co/NdRKGLPqOo"
-1,"Telling Our Kids To ""Walk Up, Not Out"" Isn't Just Wrong, It's Incredibly Dangerous https://t.co/xPGg7WTPNy"
0,Apparently the consensus is that all the nerves in my body are freaking out and hopefully raising my lyrica will... https://t.co/rIvbQv6sj6
-6,When you reach that point beyond crying and anxiety where you are numb and your eyes slowly leak without control.... https://t.co/tHNzvSaj8q
-8,I donâ€™t know wtf is up with my face. Going to take some Benadryl for now and see what my pain/fibro specialist thinks this morning.
-5,Ugh. Why.
-3,My face is flared the fuck up. It was fine outside of a few spots hours ago. It is on fire and burns and itches... https://t.co/KieyF3mKRs
0,LeStrange either sticks all her legs out or tucks them all in and turns into a ball when she is picked up. Today... https://t.co/mEBT0eXHQG
0,Oh Fumiko. _Ÿ˜_ She told me that her mamoo and I were the same people only we look different. I told her she was... https://t.co/6l0WFqDGPu
-2,My white blood count/neutrophil absolute are high. Again.
1,@nemo_sub Oh you are funny _Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£
2,@WYP_SBarberini Awesome! Well done Sarah _Ÿ_—
5,@MerPolTraffic Fantastic news! Massivest hugs and congratulations _Ÿ_—
0,"Imagine youâ€™ve just been beaten up by your spouse. Again. And youâ€™ve finally plucked up the courage to call the cops. Would you rather be attended by:
a) cop with a degree;
b) I donâ€™t care about a degree as long as they are good;
c) A DE Inspector who used to be a bank mgr?"
0,@yetiayrshore @DrBeauBeaumont And Switzerlanders' mums.
0,@tractorman07 Fantastic pic. Reminds me of this set of beer mats I made for my dear old dad a few years back when he brewed a batch of beer called Bombers' Moon. https://t.co/n3Jy8Vh4cy
0,@SgtTwatbadger Why thank you young twatbadger
0,@DrBeauBeaumont Like who?
0,"@WesternWench Iâ€™d go for 20, with 1:3 milk and water. Then a big knob of butter."
2,"Tonight marks 75 years since 617 squadron left for the the famous Dambusters raid. 53 brave crew members lost their lives in the operation. I went to the visitor centre at Derwent Dam a couple of years ago and thoroughly recommend it.
#Dambusters75 #dambusters https://t.co/dA09UxesZS"
0,@Togian @KatieMagnet @RAFBBMF @GettyImagesNews @peakdistrict Great images. There's a dambusters museum in that tower isn't there? I went in it a couple of years ago. Fascinating.
0,@Boscorelli55 And it lands itself back where it took off from using GPS which is handy.
0,@Boscorelli55 I will. How long will you give me before I crash it?
0,@Boscorelli55 Thanks. I'll stick to learning the basics for now. It's just a thought for the future. I've just picked up a Chroma 4k drone which I'm really impressed with. https://t.co/cakBHUI9aq
0,"@Boscorelli55 On an unrelated note, whatâ€™s involved in getting an SUA permit? How involved is it?"
0,"@Boscorelli55 Sorry, couldnâ€™t help it _Ÿ˜‚"
0,"@Boscorelli55 Is that because you donâ€™t need to pretend????  
#yousetemup #illknockemdown
_Ÿ_£_Ÿ_£_Ÿ_£"
0,@PFM1972 @ARVcop Probably for the same reason some forces have done response training for some specials when regs are still waiting. Apparently itâ€™s to keep them interested and committed as they are unpaid. Go figure.
0,Oops. Off I piss _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚
0,@rachey56 just read your profile. Can I send you a DM? _Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ˜_
0,@ConstableXL I apologise for my language on his thread also.
0,"@cryptictomb Slightly concerned that some of you want to be shot, but hey ho."
0,Pretend youâ€™re a dickhead with a knife. Would you rather face?
0,Iâ€™ve just been reading through the comments on the taser tweet by @libertyhq As far as I scrolled I a) didnâ€™t see one comment backing them and b) didnâ€™t see them respond to a single point. #WhenVirtueSignallingGoesBad https://t.co/3ZUE1ax2fE
0,"@UKCopHumour Agreed, but not as good as Pot Noodle butties"
0,"@jaymzryanza @TonyW43 @Trojandelta @UK_COPS No problem, but I'd have to add a little extra to cover the shipping. Send me a DM if you're interested."
0,"@TonyW43 @Trojandelta @UK_COPS I'm sold out at the moment, but I am about to order another batch. Send me a DM if you want one Tony."
2,"@MistressLuce Oh. My. Fucking. God. What an utter arsehole. I really have no suitable words. But Iâ€™ll try, wankspangle, cockwomble, jizzmuppet, nope, none good enough _Ÿ_®"
0,@DonnaDlm71 Good morning my fellow fuck-up. Stay strong my lovely _Ÿ˜_
0,@DonnaDlm71 Beautiful inside and out x
4,@Bootmaster69 Thank you so much. You helped me to start my journey by being there in one of my darker moments. You made a difference right there xx
0,NPAS Sandford's latest tool to tackle anti-social behaviour. https://t.co/qRcmE46kKp
0,Great article - An odd new feeling has crept up on me â€“ sympathy for the police https://t.co/fub5056P1o
0,"@PoshPointy ""Of course I can, I'm the Chief Inspector"""
1,@oldblackfener Blue berets round here. https://t.co/SAi9363h7P
0,"We cancelled leave and rest days over the weekend to give a visible presence to make you feel safer. As a result we don't have anyone actually on duty today. Please leave a message and we'll get back to you tomorrow. If your call isn't urgent, please don't call. https://t.co/SVXQ3FaeSc"
0,Rhinos are just chubby unicorns #rhinosrule https://t.co/3Kg67EDsDf
0,"@DonnaDlm71 Big respect Donna. Hugs too, but most of all respect. You are strong and I admire that. Sending lots of love your way xx"
0,"I share this not for sympathy, but because in my lowest moments I don't want help, but now that I'm getting it I'm grateful. Some others might relate to this. For me it took an intervention and I was terrified, but I'm glad. 
If you can, let people help. https://t.co/51FWobCMOM"
0,"@toonarby Thank you so much. Even though I donâ€™t know you, messages like this really help xx"
0,@mitchfaefife Thank you MichÃ©le x
0,@GingerPogue Thanks Matt
0,"This was my dadâ€™s bike before he smashed it up when he was 20. He broke his right leg in multiple places and was told heâ€™d never walk again. He did, but be careful out there everyone. https://t.co/BsvpQoUhOa"
0,@Grrlcop Thank you x
0,Itâ€™s  #mentalhealthawarenessweek2018 My regular followers might know that I have my moments. Iâ€™ve just been diagnosed with double depression. Thatâ€™s dysthymia (persistent low level mood disorder) coupled with major depression. Itâ€™s hard to keep going. Iâ€™m glad Iâ€™m getting help.
0,"They thought they were accidents. 
I thought foul play. Nobody believed me. I thought it was just one killer at first. Turns out it was an organised group. There was a shoot out in the square. A seamine blew the station up. #tellastoryinonetweet"
0,Police officers have had their leave and rest days cancelled so we have more on the beat helping to keep our city safe this weekend. On behalf of all Londoners I want to thank you for your service and commitment. But donâ€™t expect fair pay or any compassion when you burn out. https://t.co/ZpASBK8GIr
0,@Born2Cop @SheilaB70934144 Welcome to Twitter. I hope itâ€™s kind to you _Ÿ‘ç_Ÿè»
0,@CopRookie  https://t.co/egq7VqBuPq
0,"@mitchfaefife G
O
O
D
M
O
R
N
I
N
G
M
I
C
H
Ã‰
L
E
_Ÿ–ê
_Ÿ˜™
H
A
V
E
A
B
L
E
S
S
E
D
D
A
Y
T
O
O
_Ÿ’ƒ
âù_
_Ÿ’ƒ
âù_
_Ÿ˜_"
0,Fairly horrible. Is yours worse? https://t.co/M06BiECvpF
0,@HCResponseCops we made it like new again. Let us know if you want it back _Ÿ˜Å https://t.co/kuYABZ1Uhp
0,@BritBuiltCars It was meant to say helicopter but we didnâ€™t have enough letters.
0,@tinkerbell0672 Iâ€™m alright thanks Karen. I havenâ€™t posted for a few days but thought Iâ€™d pop my head up. How are you lovely?
0,"@SC_3117 Ah, yes _Ÿ‘ç_Ÿè»_Ÿ_£"
0,View from the office https://t.co/WrMTtdzyLL
0,@realflyingpig @natty316 @itv2 Every year
0,@natty316 @realflyingpig @itv2 22nd February (it actually is!!!!!)
0,@realflyingpig @itv2 #cocks
0,"When Mr.Markee said that we are alone in our minds, i felt that."
0,but donâ€™t mean it donâ€™t hurt when i get left on read _Ÿ˜¢ https://t.co/MvCMOduHsO
0,speeches are forever the death of me
0,"if i toned myself, itâ€™d be over for you bitches. JK id still be one ugly _Ÿç‘ mofo"
0,can. it. be. friday. i. got. a. baile. to. go. to. but. time. is. taking. itâ€™s. precious. time. to. freaking. get. here. p.s. send. cute. caballeros. my. way.
0,donâ€™t hype me up about a baile and then be like oh but iâ€™m going with other people because youâ€™re basically inviting me cabron.
0,I GOT SO NERVOUS ABOUT MY SPEECH AND I SAID CORRIDOS INSTEAD OF CARRERAS AND PRIMO EN VEZ DE SOBRINO LOL
0,need more good music like todayâ€™s findings _Ÿ_£ feel free to dm your playlists and songs because music is what iâ€™m here for.
0,"â€œI wanna be more than just your homie. I hope that you wanna get to know me. Baby hit me up if you get lonely.â€ù -Cuco @Icryduringsex if you tryna find new/more music to listen to, HE BE GREAT."
0,"â€œCuando veo esos ojos, ahÃ_ es donde quiero vivirâ€ù @Icryduringsex i donâ€™t know how iâ€™m just discovering you today but i mother fucking love you I LIVE FOR THIS _Ÿ_§_Ÿ˜ç_Ÿ__"
0,i. actually. hate. my. best. friend.
0,itâ€™s so hard not to be sad like i donâ€™t know how else to be. itâ€™s not like iâ€™m choosing it either but i just donâ€™t know what makes me happy anymore. i remember a few years back i would get goosebumps and butterflies doing the things i loved but now i feel nothing.
0,@oxminaox thank you _Ÿ_§_Ÿ’“_Ÿ’“_Ÿ’“
0,@KariaNoelle ayyyy https://t.co/Dq31ZkuO8U
0,except my best friends and julian. https://t.co/Qy5SwZmjjO
0,"@oxminaox i cried so much today, but i know people like you are going to help this world even if itâ€™s not drastically, but hey a bit of a change around here is good. I just want my mom back home and wish i didnâ€™t have tot choose between her and school/my future _Ÿ˜_"
0,a child never deserves to be separated like this from any parent. she doesnâ€™t have papers &amp; it sucks ass because sheâ€™s such a great person &amp; i miss my mom so much itâ€™s been almost 3 years &amp; it hasnâ€™t gotten any better. i miss you mom. te amo. it sucks seeing her down like this. https://t.co/NRlonCWME6
0,@oxminaox  https://t.co/iKVhTQcD3G
0,@oxminaox  https://t.co/4uVSHjimEY
0,s2 ep22 of greys anatomy ruined my makeup. a mom had cancer &amp; had had it for awhile &amp; never told her daughter. she tells her daughter by giving her advice for living with her aunt &amp; marriage &amp; children. she then said youâ€™ll be sad for awhile but donâ€™t be sad forever. that hit me.
